"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2015,3,"UA","United Air Lines Inc.","LGA","New York, NY: LaGuardia",790.00,247.00,47.64,10.13,148.04,0.00,41.19,39.00,14.00,16495.00,2550.00,837.00,9389.00,0.00,3719.00,
2015,3,"UA","United Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",773.00,126.00,52.58,6.39,14.92,0.00,52.11,0.00,1.00,8015.00,2462.00,708.00,882.00,0.00,3963.00,
2015,3,"UA","United Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",653.00,128.00,56.76,8.90,21.03,0.00,41.31,2.00,1.00,7683.00,2596.00,1257.00,872.00,0.00,2958.00,
2015,3,"UA","United Air Lines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",266.00,60.00,29.45,3.74,10.95,0.00,15.87,0.00,0.00,3639.00,1497.00,443.00,511.00,0.00,1188.00,
2015,3,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",983.00,228.00,107.10,10.12,50.03,0.00,60.75,12.00,1.00,14309.00,5423.00,910.00,3162.00,0.00,4814.00,
2015,3,"UA","United Air Lines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",422.00,77.00,29.98,2.70,19.09,0.00,25.23,18.00,4.00,4140.00,1520.00,167.00,760.00,0.00,1693.00,
2015,3,"UA","United Air Lines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",203.00,24.00,13.74,2.12,2.72,0.00,5.42,0.00,0.00,2111.00,1020.00,304.00,116.00,0.00,671.00,
2015,3,"UA","United Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",311.00,71.00,33.03,4.48,15.87,0.00,17.62,1.00,0.00,4044.00,1595.00,288.00,789.00,0.00,1372.00,
2015,3,"UA","United Air Lines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",443.00,158.00,80.82,2.55,60.08,0.00,14.55,7.00,0.00,10278.00,5714.00,237.00,2076.00,0.00,2251.00,
2015,3,"UA","United Air Lines Inc.","PDX","Portland, OR: Portland International",334.00,66.00,35.78,1.40,5.34,0.00,23.48,2.00,0.00,3503.00,1490.00,121.00,321.00,0.00,1571.00,
2015,3,"UA","United Air Lines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",59.00,9.00,3.54,0.41,1.25,0.00,3.80,0.00,0.00,852.00,264.00,53.00,168.00,0.00,367.00,
2015,3,"UA","United Air Lines Inc.","JFK","New York, NY: John F. Kennedy International",349.00,80.00,20.50,0.94,48.18,0.00,10.38,10.00,2.00,8206.00,1150.00,188.00,5323.00,0.00,1545.00,
2015,3,"US","US Airways Inc.","LAX","Los Angeles, CA: Los Angeles International",626.00,156.00,40.66,6.25,77.27,1.46,30.38,4.00,1.00,7331.00,1918.00,627.00,3195.00,69.00,1522.00,
2015,3,"US","US Airways Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4830.00,630.00,178.99,12.06,266.12,0.80,172.03,39.00,15.00,29806.00,9951.00,1176.00,8673.00,16.00,9990.00,
2015,3,"US","US Airways Inc.","CLT","Charlotte, NC: Charlotte Douglas International",7710.00,1228.00,312.92,29.86,534.20,3.26,347.75,97.00,5.00,56898.00,15846.00,3056.00,17056.00,179.00,20761.00,
2015,3,"US","US Airways Inc.","LGA","New York, NY: LaGuardia",1129.00,304.00,47.54,2.33,192.89,0.75,60.50,110.00,4.00,16245.00,2453.00,99.00,9964.00,49.00,3680.00,
2015,3,"US","US Airways Inc.","PHL","Philadelphia, PA: Philadelphia International",3531.00,719.00,172.20,11.06,363.13,3.77,168.84,147.00,26.00,36990.00,10049.00,1487.00,13987.00,148.00,11319.00,
2015,3,"US","US Airways Inc.","SEA","Seattle, WA: Seattle/Tacoma International",258.00,33.00,14.56,0.17,11.42,0.29,6.56,1.00,6.00,1178.00,555.00,7.00,405.00,5.00,206.00,
2015,3,"US","US Airways Inc.","HNL","Honolulu, HI: Daniel K Inouye International",81.00,23.00,7.77,0.00,15.21,0.00,0.02,2.00,0.00,887.00,413.00,0.00,473.00,0.00,1.00,
2015,3,"US","US Airways Inc.","DEN","Denver, CO: Denver International",412.00,86.00,33.07,0.85,35.39,1.00,15.68,2.00,1.00,3504.00,1633.00,53.00,1170.00,22.00,626.00,
2015,3,"US","US Airways Inc.","LAS","Las Vegas, NV: McCarran International",514.00,92.00,26.40,1.72,37.70,0.60,25.58,5.00,2.00,4918.00,1369.00,145.00,1990.00,15.00,1399.00,
2015,3,"US","US Airways Inc.","MIA","Miami, FL: Miami International",307.00,55.00,26.63,0.72,15.74,0.35,11.56,4.00,0.00,3279.00,1590.00,99.00,818.00,6.00,766.00,
2015,3,"US","US Airways Inc.","TPA","Tampa, FL: Tampa International",631.00,114.00,35.46,1.53,46.11,1.53,29.37,7.00,0.00,6303.00,2173.00,176.00,1663.00,64.00,2227.00,
2015,3,"US","US Airways Inc.","BOS","Boston, MA: Logan International",1584.00,354.00,98.98,5.74,143.50,0.42,105.37,94.00,3.00,19098.00,4468.00,418.00,7007.00,21.00,7184.00,
2015,3,"US","US Airways Inc.","SFO","San Francisco, CA: San Francisco International",417.00,61.00,16.78,2.68,27.53,0.31,13.71,2.00,7.00,2772.00,773.00,278.00,1048.00,12.00,661.00,
2015,3,"US","US Airways Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",526.00,125.00,54.02,1.62,45.96,0.64,22.76,15.00,0.00,5665.00,2575.00,223.00,1557.00,18.00,1292.00,
2015,3,"US","US Airways Inc.","MCO","Orlando, FL: Orlando International",817.00,162.00,60.21,1.69,61.87,0.70,37.54,14.00,0.00,7970.00,3251.00,139.00,2302.00,23.00,2255.00,
2015,3,"US","US Airways Inc.","ORD","Chicago, IL: Chicago O'Hare International",638.00,143.00,34.92,2.29,69.36,0.00,36.44,22.00,0.00,7303.00,1511.00,305.00,3634.00,0.00,1853.00,
2015,3,"US","US Airways Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",430.00,74.00,24.82,0.17,30.14,2.16,16.71,6.00,0.00,2895.00,996.00,20.00,964.00,43.00,872.00,
2015,3,"US","US Airways Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",254.00,42.00,17.46,0.96,13.78,0.00,9.80,0.00,0.00,1719.00,773.00,24.00,310.00,0.00,612.00,
2015,3,"US","US Airways Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",346.00,65.00,16.01,0.33,28.31,2.03,18.32,3.00,1.00,2584.00,591.00,21.00,870.00,55.00,1047.00,
2015,3,"US","US Airways Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",499.00,118.00,38.68,1.31,49.41,1.34,27.27,7.00,1.00,5176.00,1863.00,94.00,1539.00,44.00,1636.00,
2015,3,"US","US Airways Inc.","DCA","Washington, DC: Ronald Reagan Washington National",1789.00,369.00,93.18,9.71,161.30,0.76,104.05,111.00,3.00,19538.00,5075.00,949.00,6324.00,32.00,7158.00,
2015,3,"US","US Airways Inc.","EWR","Newark, NJ: Newark Liberty International",367.00,84.00,25.01,0.00,48.46,0.31,10.21,8.00,1.00,4997.00,1561.00,0.00,2691.00,11.00,734.00,
2015,3,"US","US Airways Inc.","PDX","Portland, OR: Portland International",161.00,25.00,14.00,0.00,3.55,1.00,6.46,0.00,0.00,1358.00,741.00,0.00,76.00,21.00,520.00,
2015,3,"US","US Airways Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",605.00,118.00,40.74,1.96,46.54,1.94,26.82,11.00,1.00,5851.00,1930.00,346.00,1651.00,69.00,1855.00,
2015,3,"US","US Airways Inc.","SLC","Salt Lake City, UT: Salt Lake City International",219.00,31.00,13.11,0.39,14.05,0.00,3.45,1.00,0.00,1516.00,596.00,53.00,693.00,0.00,174.00,
2015,3,"US","US Airways Inc.","JFK","New York, NY: John F. Kennedy International",242.00,62.00,12.35,0.26,38.64,1.31,9.44,14.00,2.00,3939.00,684.00,18.00,2736.00,105.00,396.00,
2015,3,"US","US Airways Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",360.00,96.00,37.86,0.06,39.90,2.26,15.92,5.00,0.00,3932.00,1914.00,4.00,1301.00,87.00,626.00,
2015,3,"US","US Airways Inc.","SAN","San Diego, CA: San Diego International",292.00,42.00,25.17,0.30,6.50,0.00,10.03,6.00,3.00,1879.00,1217.00,14.00,220.00,0.00,428.00,
2015,3,"VX","Virgin America","SFO","San Francisco, CA: San Francisco International",1379.00,250.00,54.45,18.84,82.01,0.00,94.70,7.00,10.00,15127.00,3470.00,622.00,4086.00,0.00,6949.00,
2015,3,"VX","Virgin America","ORD","Chicago, IL: Chicago O'Hare International",102.00,15.00,4.58,0.58,6.00,0.00,3.84,0.00,0.00,1189.00,293.00,24.00,549.00,0.00,323.00,
2015,3,"VX","Virgin America","LAX","Los Angeles, CA: Los Angeles International",1049.00,231.00,37.54,30.70,89.31,1.00,72.46,11.00,5.00,13399.00,2377.00,1347.00,4251.00,40.00,5384.00,
2015,3,"VX","Virgin America","JFK","New York, NY: John F. Kennedy International",339.00,90.00,16.91,10.91,41.39,0.00,20.79,7.00,1.00,7074.00,752.00,267.00,4939.00,0.00,1116.00,
2015,3,"VX","Virgin America","LAS","Las Vegas, NV: McCarran International",342.00,54.00,18.65,4.00,14.09,0.00,17.25,5.00,0.00,3013.00,978.00,139.00,924.00,0.00,972.00,
2015,3,"VX","Virgin America","DCA","Washington, DC: Ronald Reagan Washington National",115.00,27.00,8.84,3.41,4.03,0.00,10.72,3.00,1.00,1470.00,335.00,157.00,252.00,0.00,726.00,
2015,3,"VX","Virgin America","MCO","Orlando, FL: Orlando International",31.00,4.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,86.00,17.00,69.00,0.00,0.00,0.00,
2015,3,"VX","Virgin America","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",166.00,39.00,9.02,3.94,9.83,0.00,16.21,1.00,0.00,1776.00,512.00,136.00,369.00,0.00,759.00,
2015,3,"VX","Virgin America","SAN","San Diego, CA: San Diego International",138.00,10.00,3.20,1.00,0.11,0.00,5.69,0.00,1.00,668.00,343.00,18.00,8.00,0.00,299.00,
2015,3,"VX","Virgin America","IAD","Washington, DC: Washington Dulles International",114.00,11.00,5.00,3.00,1.02,0.00,1.98,2.00,0.00,788.00,366.00,73.00,88.00,0.00,261.00,
2015,3,"VX","Virgin America","EWR","Newark, NJ: Newark Liberty International",170.00,26.00,4.23,2.34,12.25,0.00,7.18,4.00,2.00,2021.00,205.00,155.00,1362.00,0.00,299.00,
2015,3,"VX","Virgin America","BOS","Boston, MA: Logan International",128.00,14.00,5.80,4.62,0.08,0.00,3.49,0.00,0.00,421.00,201.00,114.00,2.00,0.00,104.00,
2015,3,"VX","Virgin America","PDX","Portland, OR: Portland International",31.00,6.00,2.27,0.00,0.00,0.00,3.73,0.00,0.00,235.00,123.00,0.00,0.00,0.00,112.00,
2015,3,"VX","Virgin America","LGA","New York, NY: LaGuardia",111.00,49.00,9.80,5.34,32.96,0.00,0.90,6.00,0.00,3241.00,527.00,174.00,2519.00,0.00,21.00,
2015,3,"VX","Virgin America","SEA","Seattle, WA: Seattle/Tacoma International",196.00,21.00,3.97,0.06,3.74,0.00,13.24,0.00,0.00,975.00,209.00,1.00,180.00,0.00,585.00,
2015,3,"WN","Southwest Airlines Co.","EWR","Newark, NJ: Newark Liberty International",509.00,105.00,32.55,8.92,34.61,0.00,28.92,43.00,1.00,7023.00,2579.00,808.00,1767.00,0.00,1869.00,
2015,3,"WN","Southwest Airlines Co.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1935.00,351.00,146.22,3.34,56.20,0.41,144.82,31.00,1.00,19680.00,8443.00,223.00,2356.00,11.00,8647.00,
2015,3,"WN","Southwest Airlines Co.","IAD","Washington, DC: Washington Dulles International",212.00,31.00,11.27,0.10,8.87,0.00,10.77,3.00,0.00,1563.00,764.00,17.00,220.00,0.00,562.00,
2015,3,"WN","Southwest Airlines Co.","LAS","Las Vegas, NV: McCarran International",6379.00,1042.00,263.36,31.25,228.96,1.47,516.97,47.00,5.00,52512.00,12623.00,3072.00,9823.00,29.00,26965.00,
2015,3,"WN","Southwest Airlines Co.","LAX","Los Angeles, CA: Los Angeles International",3350.00,878.00,179.70,12.49,361.37,0.29,324.16,55.00,5.00,41972.00,9046.00,486.00,14596.00,11.00,17833.00,
2015,3,"WN","Southwest Airlines Co.","LGA","New York, NY: LaGuardia",938.00,256.00,64.79,31.98,106.29,0.00,52.94,85.00,11.00,16176.00,3860.00,2370.00,5932.00,0.00,4014.00,
2015,3,"WN","Southwest Airlines Co.","MCO","Orlando, FL: Orlando International",4083.00,696.00,215.90,6.92,140.23,0.45,332.50,50.00,4.00,39997.00,13821.00,896.00,4680.00,18.00,20582.00,
2015,3,"WN","Southwest Airlines Co.","PDX","Portland, OR: Portland International",884.00,142.00,58.31,1.00,7.32,0.27,75.10,3.00,2.00,5905.00,2476.00,22.00,196.00,6.00,3205.00,
2015,3,"WN","Southwest Airlines Co.","PHL","Philadelphia, PA: Philadelphia International",804.00,161.00,59.25,9.40,31.19,0.00,61.15,54.00,3.00,10851.00,3949.00,1043.00,1603.00,0.00,4256.00,
2015,3,"WN","Southwest Airlines Co.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",5347.00,914.00,269.68,14.85,166.33,2.22,460.92,38.00,7.00,43601.00,13901.00,1111.00,5128.00,259.00,23202.00,
2015,3,"WN","Southwest Airlines Co.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",3672.00,659.00,211.62,4.36,162.12,0.87,280.02,69.00,4.00,31320.00,12177.00,250.00,4526.00,26.00,14341.00,
2015,3,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",796.00,170.00,58.26,5.56,43.42,0.00,62.76,22.00,2.00,9874.00,3027.00,1068.00,2306.00,0.00,3473.00,
2015,3,"WN","Southwest Airlines Co.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5888.00,927.00,279.57,18.27,165.85,0.61,462.69,307.00,22.00,46320.00,13993.00,1315.00,5403.00,17.00,25592.00,
2015,3,"WN","Southwest Airlines Co.","CLT","Charlotte, NC: Charlotte Douglas International",153.00,32.00,13.11,0.00,5.74,0.00,13.15,5.00,0.00,1154.00,370.00,0.00,348.00,0.00,436.00,
2015,3,"WN","Southwest Airlines Co.","DCA","Washington, DC: Ronald Reagan Washington National",1340.00,174.00,52.74,1.51,23.68,0.00,96.07,84.00,5.00,9461.00,3006.00,64.00,978.00,0.00,5413.00,
2015,3,"WN","Southwest Airlines Co.","DEN","Denver, CO: Denver International",5121.00,727.00,213.17,10.02,140.59,2.22,361.01,36.00,5.00,35984.00,11116.00,899.00,4771.00,45.00,19153.00,
2015,3,"WN","Southwest Airlines Co.","DTW","Detroit, MI: Detroit Metro Wayne County",586.00,116.00,45.68,2.00,14.09,0.71,53.51,14.00,0.00,5526.00,2374.00,37.00,565.00,15.00,2535.00,
2015,3,"WN","Southwest Airlines Co.","MDW","Chicago, IL: Chicago Midway International",6965.00,1149.00,356.96,47.11,249.73,1.05,494.15,270.00,59.00,60589.00,17580.00,4692.00,10550.00,30.00,27737.00,
2015,3,"WN","Southwest Airlines Co.","MSP","Minneapolis, MN: Minneapolis-St Paul International",670.00,126.00,51.22,1.92,26.97,0.00,45.89,4.00,0.00,5154.00,2338.00,74.00,849.00,0.00,1893.00,
2015,3,"WN","Southwest Airlines Co.","SAN","San Diego, CA: San Diego International",2918.00,459.00,156.47,3.09,59.02,0.07,240.35,33.00,6.00,24236.00,8722.00,279.00,2048.00,3.00,13184.00,
2015,3,"WN","Southwest Airlines Co.","SEA","Seattle, WA: Seattle/Tacoma International",849.00,166.00,64.82,2.20,25.00,0.00,73.98,0.00,1.00,7646.00,2933.00,109.00,736.00,0.00,3868.00,
2015,3,"WN","Southwest Airlines Co.","SFO","San Francisco, CA: San Francisco International",1338.00,312.00,85.72,9.92,81.36,0.15,134.85,36.00,2.00,16820.00,4746.00,531.00,3820.00,5.00,7718.00,
2015,3,"WN","Southwest Airlines Co.","SLC","Salt Lake City, UT: Salt Lake City International",830.00,182.00,70.94,0.83,18.21,0.00,92.02,4.00,0.00,8363.00,3024.00,19.00,596.00,0.00,4724.00,
2015,3,"WN","Southwest Airlines Co.","TPA","Tampa, FL: Tampa International",2901.00,479.00,165.42,0.04,81.86,0.00,231.68,34.00,3.00,26522.00,9630.00,11.00,2818.00,0.00,14063.00,
